date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:05:30	952243/952243	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2011%20Apr%202021%2022:59:00%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/fonts/flaticon.svg?b66957d660bcc55c5e858f139c964a40	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/fonts/flaticon4a47.svg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/font-icons.css)
12:05:30	62836/62836	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2024%20Sep%202020%2006:39:34%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/fonts/icomoon.eot?3aun5s	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/fonts/icomoon7d2d.eot	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/font-icons.css)
12:05:30	62672/62672	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2024%20Sep%202020%2006:39:34%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/fonts/icomoon.ttf?3aun5s	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/fonts/icomoon7d2d.ttf	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/font-icons.css)
12:05:30	62748/62748	---M--	200	added ('OK')	font/woff	date:Thu,%2024%20Sep%202020%2006:39:34%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/fonts/icomoon.woff?3aun5s	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/fonts/icomoon7d2d.woff	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/font-icons.css)
12:05:31	248837/248837	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Sep%202020%2006:39:34%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/fonts/icomoon.svg?3aun5s	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/fonts/icomoon7d2d.svg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/font-icons.css)
12:05:31	5840/5840	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2011%20Jan%202019%2002:04:44%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/fonts/lightcase.eot?55356177	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/fonts/lightcaseeead.eot	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:31	3160/3160	---M--	200	added ('OK')	font/woff	date:Fri,%2011%20Jan%202019%2002:04:44%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/fonts/lightcase.woff?55356177	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/fonts/lightcaseeead.woff	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:31	5668/5668	---M-Z	200	added ('OK')	font/ttf	date:Fri,%2011%20Jan%202019%2002:04:44%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/fonts/lightcase.ttf?55356177	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/fonts/lightcaseeead.ttf	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:32	2782/2782	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2011%20Jan%202019%2002:04:44%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/fonts/lightcase.svg?55356177	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/fonts/lightcaseeead.svg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:32	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:32%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-bg_inset-hard_100_fcfdfd_1x100.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-bg_inset-hard_100_fcfdfd_1x100.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:32	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:32%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:32	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:33%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-bg_glass_85_dfeffc_1x400.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-bg_glass_85_dfeffc_1x400.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:33	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:33%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-bg_glass_75_d0e5f5_1x400.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-bg_glass_75_d0e5f5_1x400.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:33	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:33%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:33	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:33%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-bg_glass_95_fef1ec_1x400.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:33	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:33%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_469bdd_256x240.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_469bdd_256x240.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:33	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:34%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_d8e7f3_256x240.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_d8e7f3_256x240.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:34	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:34%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_6da8d5_256x240.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_6da8d5_256x240.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:34	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:34%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_217bc0_256x240.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_217bc0_256x240.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:34	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:34%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_f9bd01_256x240.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_f9bd01_256x240.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:34	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:35%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_2e83ff_256x240.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_2e83ff_256x240.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:35	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:35%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_cd0a0a_256x240.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/css/images/ui-icons_cd0a0a_256x240.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/plugins.css)
12:05:35	41469/41469	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Aug%202020%2009:22:42%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/effect/1.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/effect/1.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/style.css)
12:05:35	14858/14858	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Aug%202020%2009:23:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/effect/3.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/effect/3.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/style.css)
12:05:35	63502/63502	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Aug%202020%2009:23:20%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/effect/2.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/effect/2.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/style.css)
12:05:36	22856/22856	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Aug%202020%2009:24:18%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/effect/4.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/effect/4.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/style.css)
12:05:36	29930/29930	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Aug%202020%2009:24:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/effect/5.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/effect/5.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/style.css)
12:05:36	33085/33085	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Aug%202020%2009:25:16%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/effect/6.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/effect/6.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/style.css)
12:05:36	39817/39817	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2012:50:56%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/slider/1.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/slider/1.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/style.css)
12:05:36	36559/36559	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2012:57:06%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/slider/2.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/slider/2.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/style.css)
12:05:37	113645/113645	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:50:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/21.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/21.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/style.css)
12:05:37	12295/12295	---M--	200	added ('OK')	image/png	date:Sat,%2029%20May%202021%2020:10:50%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/icons/car.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/icons/car.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/css/style.css)
12:05:37	708/708	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Dec%202021%2006:35:38%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/appointment.html	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/appointment.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/locations.html)
12:05:38	27897/27897	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20May%202021%2010:18:58%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/14.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/14.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/locations.html)
12:05:38	11393/11393	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2021%20May%202021%2001:28:12%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/js/maplace-active.js	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/js/maplace-active.js	(from https://tunatheme.com/tf/html/quarter-preview/quarter/locations.html)
12:05:38	53809/53809	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Aug%202021%2008:01:58%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/slider/21.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/slider/21.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index.html)
12:05:38	40511/40511	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Aug%202021%2007:57:00%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/others/8.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/others/8.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index.html)
12:05:39	162008/162008	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Aug%202021%2007:57:00%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/others/7.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/others/7.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index.html)
12:05:39	85664/85664	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:54:08%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/img-slide/11.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/img-slide/11.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index.html)
12:05:40	75745/75745	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:54:08%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/img-slide/12.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/img-slide/12.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index.html)
12:05:40	72100/72100	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:54:08%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/img-slide/13.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/img-slide/13.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index.html)
12:05:40	84359/84359	---M--	200	added ('OK')	image/png	date:Sun,%2011%20Apr%202021%2016:30:12%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/others/10.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/others/10.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index.html)
12:05:41	152407/152407	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:50:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/5.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/5.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index.html)
12:05:41	477863/477863	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Aug%202021%2007:57:00%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/others/9.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/others/9.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index.html)
12:05:41	106309/106309	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2008:01:58%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/slider/62.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/slider/62.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
12:05:41	110617/110617	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2008:01:58%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/slider/61.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/slider/61.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
12:05:41	187267/187267	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2008:01:58%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/slider/63.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/slider/63.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
12:05:42	116275/116275	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2008:01:58%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/slider/64.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/slider/64.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
12:05:42	157045/157045	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Aug%202021%2007:57:00%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/others/11.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/others/11.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
12:05:42	45639/45639	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:50:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/22.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/22.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
12:05:42	82072/82072	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:59:28%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/product-3/7.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/product-3/7.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
12:05:42	56069/56069	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:55:44%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/neighbour/1.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/neighbour/1.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
12:05:43	72230/72230	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:55:44%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/neighbour/2.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/neighbour/2.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
12:05:43	64074/64074	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:55:44%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/neighbour/3.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/neighbour/3.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
12:05:43	11753/11753	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:49:40%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/17.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/17.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
12:05:43	119752/119752	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:50:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/23.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/23.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
12:05:44	122473/122473	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2008:01:58%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/slider/14.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/slider/14.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:44	71998/71998	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:52:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/gallery/2.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/gallery/2.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:44	82072/82072	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:52:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/gallery/3.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/gallery/3.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:44	96891/96891	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:52:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/gallery/7.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/gallery/7.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:44	75191/75191	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:52:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/gallery/8.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/gallery/8.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:45	125648/125648	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:52:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/gallery/9.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/gallery/9.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:45	13138/13138	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:49:38%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/6.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/6.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:45	80019/80019	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Feb%202021%2010:26:42%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/11.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/11.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:45	215130/215130	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:49:38%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/15.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/15.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:46	266483/266483	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:50:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/7.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/7.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:46	5399/5399	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Sep%202020%2005:33:28%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/brand-logo/b1.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/brand-logo/b1.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:46	6574/6574	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Sep%202020%2005:46:04%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/brand-logo/b2.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/brand-logo/b2.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:46	4745/4745	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Sep%202020%2005:34:50%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/brand-logo/b3.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/brand-logo/b3.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:46	6714/6714	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Sep%202020%2005:41:02%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/brand-logo/b4.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/brand-logo/b4.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:47	6112/6112	---M--	200	added ('OK')	image/png	date:Sat,%2026%20Sep%202020%2005:41:40%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/brand-logo/b5.png	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/brand-logo/b5.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:47	59984/59984	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Oct%202020%2011:13:30%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/8.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/8.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
12:05:47	80913/80913	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2007:51:52%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/blog/6.jpg	F:/my%20folder/newtempreal/tunatheme.com/tf/html/quarter-preview/quarter/img/blog/6.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html)
